기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2007.01,이집트,"1,066","92,654",73,"94,620","-1,966"
2007.01,헝가리,"1,155","92,526",477,"18,222","74,304"
2007.01,마샬군도,12,"89,975",1,2,"89,974"
2007.01,베네주엘라,488,"77,125",9,"10,655","66,470"
2007.01,카타르,330,"74,749",53,"652,570","-577,822"
2007.01,콜롬비아,742,"74,292",77,"16,081","58,210"
2007.01,파키스탄,"1,253","70,706",562,"21,711","48,994"
2007.01,루마니아,499,"67,171",67,"3,458","63,713"
2007.01,아일랜드,525,"66,790",861,"62,867","3,923"
2007.01,체코공화국,765,"63,874",452,"24,704","39,170"
2007.01,우즈베크,627,"60,879",68,"3,023","57,856"
2007.01,방글라데시,"1,972","59,265",190,"5,988","53,277"
2007.01,이스라엘,"1,632","57,111",987,"74,452","-17,341"
2007.01,뉴질랜드,"1,582","55,841","1,604","92,998","-37,157"
2007.01,스웨덴,"1,304","54,188","2,195","91,743","-37,555"
2007.01,리비아,"1,211","53,358",4,154,"53,205"
2007.01,나이지리아,595,"48,625",9,"1,189","47,436"
2007.01,오스트리아,698,"48,314","1,389","54,939","-6,625"
2007.01,덴마크,701,"47,630","1,575","53,139","-5,508"
2007.01,오만,265,"46,685",56,"429,776","-383,091"
2007.01,알제리,111,"37,696",7,"70,743","-33,046"
2007.01,에쿠아도르,328,"36,472",30,740,"35,733"
2007.01,시리아,413,"35,548",4,211,"35,337"
2007.01,라트비아,155,"35,016",23,"1,362","33,654"
2007.01,사이프러스,125,"34,439",7,685,"33,755"
2007.01,포루투갈,786,"33,317",185,"23,045","10,272"
2007.01,카자흐스탄,601,"31,335",39,"13,792","17,543"
2007.01,스위스,730,"30,386","2,825","138,306","-107,920"
2007.01,불가리아,244,"29,602",83,"2,727","26,874"
2007.01,모로코,295,"26,735",146,"4,586","22,149"
2007.01,과테말라,692,"26,707",19,"7,896","18,811"
2007.01,페루,577,"25,537",151,"72,641","-47,105"
2007.01,요르단,860,"25,368",23,"2,862","22,507"
2007.01,캄보디아,"1,056","24,829",41,756,"24,073"
2007.01,아르헨티나,499,"24,217",291,"31,106","-6,889"
2007.01,코스타리카,288,"22,940",169,"4,086","18,854"
2007.01,슬로베니아,159,"22,419",81,"2,349","20,070"
2007.01,쿠바,97,"21,201",3,231,"20,970"
2007.01,기타국,269,"21,069",228,"3,334","17,736"
2007.01,스리랑카,720,"17,011",241,"3,907","13,105"
2007.01,수단,321,"14,418",5,"35,619","-21,201"
2007.01,미얀마,368,"12,791",145,"5,237","7,554"
2007.01,바레인,176,"12,214",93,"13,782","-1,567"
2007.01,온두라스,218,"12,041",36,"1,483","10,558"
2007.01,니카라과,292,"11,399",3,125,"11,274"
2007.01,앙골라,92,"10,706",0,0,"10,706"
2007.01,푸에르토리코,101,"9,942",153,"11,959","-2,017"
2007.01,키르기스스탄,871,"9,310",5,70,"9,240"
2007.01,도미니카 공화국,198,"9,224",27,"2,493","6,731"
2007.01,가나,404,"9,155",18,"1,176","7,979"
2007.01,레바논,227,"9,134",47,"2,826","6,308"
2007.01,이라크,62,"8,449",3,"139,051","-130,602"
2007.01,몽골,629,"8,272",22,128,"8,144"
2007.01,케냐,155,"7,800",3,95,"7,705"
2007.01,이디오피아,116,"7,564",7,192,"7,372"
2007.01,리투아니아,143,"7,417",55,868,"6,550"
2007.01,엘살바도르,120,"7,163",12,82,"7,081"
2007.01,모리셔스,108,"6,366",7,219,"6,147"
2007.01,튀니지,112,"6,241",27,"1,717","4,523"
2007.01,트리니다드 토바고,48,"6,081",6,"9,853","-3,772"
2007.01,몰타,118,"5,891",73,"3,593","2,298"
2007.01,에스토니아,101,"5,819",32,"1,231","4,588"
2007.01,예맨,165,"5,590",12,"52,593","-47,003"
2007.01,아제르바이잔,46,"5,471",0,0,"5,471"
2007.01,크로아티아,98,"4,871",16,"3,758","1,113"
2007.01,코트디봐르,67,"4,857",1,203,"4,654"
2007.01,북마리아나 군도,258,"4,670",13,27,"4,643"
2007.01,파라과이,71,"4,328",4,30,"4,298"
2007.01,뉴 칼레도니아,91,"3,617",2,11,"3,606"
2007.01,탄자니아,82,"3,546",3,7,"3,540"
2007.01,우루과이,88,"3,342",68,"4,168",-826
2007.01,베라루스,71,"3,305",23,554,"2,752"
2007.01,아이슬란드,53,"3,221",47,"2,708",514
2007.01,카메룬,36,"3,144",10,348,"2,796"
2007.01,아프카니스탄,85,"2,912",1,1,"2,911"
2007.01,괌,197,"2,802",7,5,"2,797"
2007.01,지부티,30,"2,617",0,0,"2,617"
2007.01,라오스,163,"2,542",6,"7,760","-5,218"
2007.01,네덜란드 열도,25,"2,429",1,42,"2,388"
2007.01,조지아,43,"2,269",12,156,"2,114"
2007.01,자마이카,59,"2,179",4,21,"2,157"
2007.01,파푸아 뉴기니,63,"2,100",22,"8,947","-6,847"
2007.01,베닝,49,"2,080",2,733,"1,347"
2007.01,피지,53,"2,065",7,104,"1,961"
2007.01,세네갈,66,"1,854",15,580,"1,274"
2007.01,마티니크,17,"1,796",0,44,"1,752"
2007.01,과델로프,19,"1,751",1,9,"1,742"
2007.01,콩고,30,"1,670",1,447,"1,223"
2007.01,불령 리유니온 코모도 제도,37,"1,664",0,0,"1,664"
2007.01,마다카스카르,37,"1,532",6,79,"1,454"
2007.01,룩셈부르그,34,"1,520",90,"4,213","-2,693"
2007.01,모잠비크,24,"1,408",2,11,"1,397"
2007.01,타지크,255,"1,395",22,"6,712","-5,316"
2007.01,스와질랜드,59,"1,286",66,"2,560","-1,273"
2007.01,바베이도스,26,"1,225",1,2,"1,223"
2007.01,토고,31,"1,176",5,526,650
2007.01,몰도바,14,"1,151",1,18,"1,133"
2007.01,우간다,30,"1,067",3,208,859
2007.01,영령 버진군도,5,"1,041",1,"3,048","-2,007"
2007.01,불령 폴리네시아,43,"1,025",1,30,995
2007.01,아루바,24,938,0,0,938
2007.01,볼리비아,23,920,13,"32,863","-31,943"
2007.01,네팔,64,875,8,17,858
2007.01,안티가 바부다,11,864,1,1,864
2007.01,아이티,14,843,0,0,843
2007.01,마카오,86,785,36,679,106
2007.01,기니,32,782,40,"46,247","-45,465"
2007.01,영령 캐이맨 군도,12,728,0,0,728
2007.01,짐바브웨,25,718,10,"1,906","-1,188"
2007.01,콩고민주공화국,7,717,7,8,709
2007.01,가봉,15,714,3,"3,153","-2,439"
2007.01,아르메니아,22,688,3,"1,369",-681
2007.01,수리남,21,656,1,0,656
2007.01,브루나이,48,562,8,"98,083","-97,521"
2007.01,세이쉘,6,502,0,0,502
2007.01,레소토,5,483,1,14,469
2007.01,리히텐슈타인,7,441,19,332,109
2007.01,사모아,17,433,1,29,404
2007.01,말라위,9,421,0,43,379
2007.01,보스니아-헤르체고비나,11,333,1,4,328
2007.01,가이아나,7,329,0,0,329
2007.01,불령 가이아나,5,299,0,0,299
2007.01,알바니아,13,295,1,1,295
2007.01,마세도니아,12,267,2,179,88
2007.01,바누아투,18,262,0,0,262
2007.01,세인트 루시아,5,237,0,0,237
2007.01,마이크로네시아,30,231,0,0,231
2007.01,니제르,5,209,2,4,205
2007.01,투르크멘,2,208,2,9,199
2007.01,솔로몬 군도,11,188,4,"1,011",-824
2007.01,모리타니,8,164,1,175,-11
2007.01,소말리아,2,164,0,0,164
2007.01,에리트리아,3,163,0,0,163
2007.01,도미니카,8,159,3,22,137
2007.01,벨리제,4,157,4,"4,545","-4,388"
2007.01,감비아,10,120,1,31,88
2007.01,안도라,3,116,4,25,91
2007.01,나미비아,8,116,2,"15,880","-15,764"
2007.01,부르키나 파소,3,112,0,0,112
2007.01,부탄,7,106,0,0,106
2007.01,카보 베르데,4,103,0,0,103
2007.01,쿡 아일랜드,3,102,0,0,102
2007.01,보츠와나,14,95,8,83,11
2007.01,몰디브,12,93,1,1,91
2007.01,그레나다,3,92,0,0,92
2007.01,시에라 리온,4,90,3,123,-33
2007.01,루안다,1,88,0,0,88
2007.01,팔라우,12,78,1,47,31
2007.01,아메리칸 사모아,12,76,0,0,76
2007.01,세인트 키츠 네비스,1,71,0,0,71
2007.01,잠비아,8,56,19,"25,190","-25,134"
2007.01,말리,3,53,0,0,53
2007.01,투르크 & 카이코스 군도,2,48,0,0,48
2007.01,챠드,1,47,3,497,-450
2007.01,모나코,3,46,13,"1,270","-1,224"
2007.01,산마리노,2,43,0,0,43
2007.01,적도 기니,1,28,0,0,28
2007.01,기네비소,1,24,0,0,24
2007.01,메요트,1,18,0,0,18
2007.01,세인트 빈센트 그레나딘,2,17,0,0,17
2007.01,키리바티,1,7,1,1,6
2007.01,티모르,1,5,1,7,-2
2007.01,몬트세라트,2,3,0,0,3
2007.01,포클랜드 군도,1,3,0,0,3
2007.01,중앙아프리카공화국,1,3,1,0,3
2007.01,상토메 프린스페,1,2,0,0,2
2007.01,부룬디,1,2,1,3,-1
2007.01,크리스마스 아일랜드,0,0,0,1,-1
2007.01,나우르,0,0,2,7,-7
2007.01,토켈라우,0,0,2,22,-22
2007.01,그린랜드,0,0,4,137,-137
2007.01,통가,0,0,4,210,-210
2007.01,피트카이른,0,0,3,386,-386
2007.01,파로에 군도,0,0,1,9,-9
2007.01,세인트 헬레나,1,0,2,7,-7
2007.01,코스 군도,0,0,1,4,-4
2007.01,영령 인도양,1,0,0,0,0
2007.01,지브랄타,1,0,0,0,0
2007.02,중국,"63,582","5,321,305","120,580","4,388,189","933,116"
2007.02,미국,"46,762","3,708,835","65,665","2,706,306","1,002,529"
2007.02,일본,"37,963","1,938,408","79,106","4,292,282","-2,353,874"
2007.02,홍콩,"20,851","1,285,415","6,606","144,622","1,140,793"
2007.02,독일,"9,027","969,234","21,402","920,701","48,533"
2007.02,대만,"10,793","859,041","14,935","712,070","146,971"
2007.02,싱가포르,"11,153","711,452","8,919","459,601","251,851"
2007.02,멕시코,"5,567","538,781","1,420","59,672","479,109"
2007.02,영국,"5,486","529,151","6,393","230,420","298,731"
2007.02,바하마,33,"522,378",3,21,"522,357"
2007.02,인도,"6,405","493,663","2,984","325,613","168,050"
2007.02,러시아 연방,"4,192","434,350",910,"388,348","46,002"
2007.02,말레이시아,"6,784","402,884","8,714","749,236","-346,352"
2007.02,베트남,"8,106","387,046","3,142","94,528","292,518"
2007.02,태국,"8,401","359,650","6,448","268,205","91,445"
2007.02,필리핀,"6,427","352,678","4,922","159,527","193,151"
2007.02,인도네시아,"8,456","332,496","3,873","680,389","-347,894"
2007.02,스페인,"3,131","323,493","1,572","64,558","258,935"
2007.02,호주,"6,013","318,160","3,558","1,024,463","-706,304"
2007.02,이탈리아,"4,300","312,494","9,537","249,168","63,325"
2007.02,파나마,635,"298,681",16,"16,256","282,425"
2007.02,터키,"2,664","290,456",391,"10,683","279,773"
2007.02,네덜란드,"4,131","267,964","2,329","293,301","-25,337"
2007.02,아랍에미리트 연합,"3,743","264,984",180,"701,236","-436,251"
2007.02,사우디아라비아,"1,893","256,567",240,"1,410,113","-1,153,546"
2007.02,폴란드,"2,565","242,967",341,"18,792","224,174"
2007.02,프랑스,"3,790","228,139","5,787","288,008","-59,869"
2007.02,브라질,"2,832","200,355",608,"179,891","20,464"
2007.02,캐나다,"4,293","198,637","2,906","258,839","-60,203"
2007.02,이란,"1,826","193,035",87,"380,094","-187,060"
2007.02,칠레,"1,003","183,629",686,"382,666","-199,037"
2007.02,벨기에,"1,397","182,152","1,385","74,965","107,186"
2007.02,쿠웨이트,591,"149,320",66,"564,562","-415,242"
2007.02,슬로바키아,"1,169","146,297",112,"3,290","143,007"
2007.02,라이베리아,10,"123,015",3,2,"123,013"
2007.02,남아프리카공화국,"1,762","115,800",374,"151,159","-35,359"
2007.02,그리스,919,"111,022",90,"2,818","108,205"
2007.02,우크라이나,795,"102,635",54,"10,599","92,036"
2007.02,콜롬비아,778,"98,493",67,"7,515","90,978"
2007.02,이집트,931,"96,583",75,"50,389","46,194"
2007.02,마샬군도,8,"92,998",1,2,"92,996"
2007.02,헝가리,"1,311","92,788",355,"14,402","78,386"
2007.02,기타국,272,"81,321",159,"1,870","79,451"
2007.02,핀란드,"1,196","76,381",825,"40,278","36,102"
2007.02,시리아,459,"72,763",8,634,"72,129"
2007.02,카타르,359,"72,327",50,"497,412","-425,085"
2007.02,체코공화국,796,"68,151",451,"21,848","46,303"
2007.02,아일랜드,457,"63,840",707,"62,763","1,077"
2007.02,오스트리아,833,"62,740","1,303","58,703","4,037"
2007.02,베네주엘라,500,"59,768",8,"9,941","49,827"
2007.02,뉴질랜드,"1,257","58,476","1,384","76,702","-18,226"
2007.02,스웨덴,"1,308","58,461","1,922","87,105","-28,644"
2007.02,루마니아,462,"52,788",84,"5,587","47,202"
2007.02,우즈베크,501,"49,852",73,"3,571","46,281"
2007.02,나이지리아,931,"47,032",8,"143,535","-96,503"
2007.02,방글라데시,"1,828","46,171",134,"3,502","42,669"
2007.02,이스라엘,"1,293","45,763",888,"60,137","-14,374"
2007.02,에쿠아도르,317,"45,098",32,"1,651","43,447"
2007.02,파키스탄,"1,273","44,732",522,"42,685","2,047"
2007.02,스위스,718,"34,735","2,709","120,203","-85,468"
2007.02,페루,486,"33,379",118,"134,953","-101,574"
2007.02,포루투갈,746,"33,096",195,"25,431","7,665"
2007.02,노르웨이,434,"32,384",955,"95,043","-62,659"
2007.02,과테말라,578,"29,039",27,"8,588","20,451"
2007.02,요르단,"1,089","28,717",26,"2,522","26,195"
2007.02,오만,213,"27,936",40,"338,531","-310,595"
2007.02,덴마크,647,"27,267","1,380","39,020","-11,753"
2007.02,카자흐스탄,576,"26,990",42,"25,082","1,907"
2007.02,알제리,163,"24,740",1,36,"24,704"
2007.02,슬로베니아,212,"24,138",77,"2,226","21,912"
2007.02,바레인,188,"23,741",77,"23,869",-128
2007.02,모로코,289,"22,787",159,"6,867","15,920"
2007.02,리비아,716,"21,502",4,171,"21,331"
2007.02,아르헨티나,498,"20,407",226,"24,862","-4,455"
2007.02,니카라과,314,"19,513",2,17,"19,496"
2007.02,코스타리카,325,"19,280",178,"4,228","15,051"
2007.02,불가리아,217,"17,763",63,"6,437","11,327"
2007.02,예맨,206,"16,326",6,210,"16,116"
2007.02,수단,450,"15,423",15,"10,891","4,532"
2007.02,쿠바,93,"15,261",2,50,"15,211"
2007.02,캄보디아,807,"12,942",31,"1,164","11,778"
2007.02,스리랑카,770,"11,399",255,"3,562","7,837"
2007.02,크로아티아,141,"10,419",24,655,"9,764"
2007.02,도미니카 공화국,198,"9,598",32,"4,253","5,345"
2007.02,온두라스,197,"9,074",17,"15,067","-5,993"
2007.02,이라크,57,"8,882",2,"123,257","-114,375"
2007.02,앙골라,84,"8,609",2,"54,980","-46,371"
2007.02,가나,357,"8,452",6,"1,100","7,353"
2007.02,몽골,586,"7,852",35,652,"7,199"
2007.02,케냐,174,"7,794",10,"3,042","4,752"
2007.02,튀니지,111,"7,750",35,"1,950","5,800"
2007.02,미얀마,294,"7,573",136,"4,010","3,562"
2007.02,에스토니아,107,"7,331",39,"45,539","-38,209"
2007.02,레바논,197,"6,730",35,"1,666","5,063"
2007.02,몰타,144,"6,686",59,"2,823","3,863"
2007.02,푸에르토리코,102,"6,551",148,"13,517","-6,967"
2007.02,레소토,36,"5,525",0,0,"5,525"
2007.02,아제르바이잔,75,"5,488",3,"73,049","-67,560"
2007.02,이디오피아,35,"5,456",9,"1,042","4,414"
2007.02,라트비아,142,"5,306",24,"42,815","-37,509"
2007.02,우루과이,101,"5,270",47,"3,836","1,434"
2007.02,키르기스스탄,629,"5,138",2,2,"5,135"
2007.02,리투아니아,123,"4,633",46,890,"3,743"
2007.02,탄자니아,51,"4,419",2,336,"4,083"
2007.02,불령 리유니온 코모도 제도,44,"4,352",0,0,"4,352"
2007.02,베라루스,61,"3,820",19,467,"3,353"
2007.02,엘살바도르,129,"3,622",13,505,"3,117"
2007.02,북마리아나 군도,191,"3,507",9,4,"3,503"
2007.02,코트디봐르,62,"3,480",1,9,"3,471"
2007.02,뉴 칼레도니아,71,"3,080",3,44,"3,036"
2007.02,사이프러스,99,"3,055",6,304,"2,752"
2007.02,파라과이,63,"3,002",2,17,"2,985"
2007.02,브루나이,55,"2,715",9,"66,987","-64,272"
2007.02,라오스,151,"2,599",8,"4,422","-1,823"
2007.02,세네갈,48,"2,508",4,49,"2,458"
2007.02,모리셔스,121,"2,393",6,99,"2,294"
2007.02,괌,159,"2,336",3,4,"2,332"
2007.02,베닝,61,"1,903",0,0,"1,903"
2007.02,아이슬란드,34,"1,874",20,599,"1,274"
2007.02,마카오,92,"1,837",33,777,"1,060"
2007.02,아프카니스탄,71,"1,805",0,0,"1,805"
2007.02,볼리비아,26,"1,679",11,"10,940","-9,261"
2007.02,조지아,33,"1,580",14,481,"1,100"
2007.02,트리니다드 토바고,62,"1,511",3,121,"1,391"
2007.02,모잠비크,28,"1,500",4,80,"1,420"
2007.02,카메룬,29,"1,486",19,"91,838","-90,352"
2007.02,자마이카,56,"1,353",9,199,"1,155"
2007.02,지부티,29,"1,299",0,0,"1,299"
2007.02,토고,33,"1,260",1,23,"1,237"
2007.02,불령 폴리네시아,26,"1,256",2,25,"1,231"
2007.02,마티니크,20,"1,247",1,18,"1,229"
2007.02,콩고민주공화국,14,"1,225",1,156,"1,068"
2007.02,투르크멘,7,"1,057",3,123,934
2007.02,룩셈부르그,32,"1,041",85,"6,454","-5,413"
2007.02,아메리칸 사모아,15,"1,022",1,2,"1,021"
2007.02,네팔,55,"1,012",7,43,969
2007.02,타지크,181,967,18,"6,287","-5,320"
2007.02,알바니아,20,925,0,3,922
2007.02,피지,52,904,8,16,888
2007.02,짐바브웨,32,890,5,614,276
2007.02,안티가 바부다,22,818,1,0,818
2007.02,콩고,19,816,9,"54,435","-53,619"
2007.02,세이쉘,9,776,0,0,776
2007.02,아이티,30,762,1,44,718
2007.02,보스니아-헤르체고비나,17,758,4,77,681
2007.02,파푸아 뉴기니,17,651,13,"2,274","-1,623"
2007.02,버뮤다,21,631,0,0,631
2007.02,수리남,23,627,0,0,627
2007.02,스와질랜드,50,590,42,"3,131","-2,541"
2007.02,마세도니아,10,510,2,16,494
2007.02,불령 가이아나,15,501,0,0,501
2007.02,부르키나 파소,4,480,0,0,480
2007.02,도미니카,13,469,0,0,469
2007.02,마다카스카르,21,466,5,96,370
2007.02,에리트리아,6,461,1,187,273
2007.02,잠비아,11,438,10,"22,981","-22,543"
2007.02,세인트 루시아,7,414,0,0,414
2007.02,몰디브,24,393,0,0,393
2007.02,사모아,16,375,2,25,350
2007.02,우간다,11,349,1,3,346
2007.02,벨리제,12,336,3,91,244
2007.02,바베이도스,14,328,0,0,328
2007.02,몰도바,16,327,2,7,320
2007.02,그레나다,7,307,0,0,307
2007.02,가이아나,6,305,1,4,301
2007.02,솔로몬 군도,6,291,9,"2,539","-2,248"
2007.02,기니,10,285,22,617,-332
2007.02,과델로프,11,284,0,0,284
2007.02,니제르,4,269,1,3,265
2007.02,리히텐슈타인,15,267,21,547,-279
2007.02,아루바,11,262,0,0,262
2007.02,마이크로네시아,20,259,0,0,259
2007.02,모리타니,9,255,0,1,253
2007.02,네덜란드 열도,16,240,3,0,240
2007.02,적도 기니,6,238,0,0,238
2007.02,아르메니아,12,234,8,429,-195
2007.02,루안다,3,228,0,0,228
2007.02,바누아투,24,221,2,5,217
2007.02,팔라우,19,202,1,17,185
2007.02,보츠와나,9,187,5,63,124
2007.02,가봉,8,186,3,158,28
2007.02,말라위,5,156,3,940,-784
2007.02,감비아,7,142,0,0,142
2007.02,영령 캐이맨 군도,3,121,0,0,121
2007.02,모나코,4,111,6,661,-550
2007.02,말리,2,101,3,601,-500
2007.02,부탄,9,94,1,16,78
2007.02,나미비아,12,79,0,0,79
2007.02,부룬디,1,54,0,0,54
2007.02,산마리노,1,51,0,0,51
2007.02,시에라 리온,2,49,2,59,-10
2007.02,쿡 아일랜드,2,47,0,0,47
2007.02,지브랄타,4,45,0,0,45
2007.02,챠드,1,43,1,196,-154
2007.02,세인트 빈센트 그레나딘,2,43,0,0,43
2007.02,카보 베르데,1,40,0,8,32
2007.02,파로에 군도,2,39,0,0,39
2007.02,통가,3,36,0,0,36
2007.02,안도라,2,24,1,42,-18
2007.02,메요트,1,20,0,0,20
2007.02,세인트 키츠 네비스,1,16,1,0,15
2007.02,세인트 헬레나,1,3,0,0,3
2007.02,티모르,1,2,0,0,2
2007.02,토켈라우,1,2,0,0,2
2007.02,몬트세라트,1,1,0,0,1
2007.02,미령 버진군도,1,1,0,0,1
2007.02,크리스마스 아일랜드,0,0,1,83,-83
2007.02,앙귈라,1,0,0,0,0
2007.02,중앙아프리카공화국,0,0,1,0,0
2007.02,그린랜드,0,0,2,116,-116
2007.02,상토메 프린스페,0,0,0,0,0
2007.02,영령 버진군도,1,0,0,0,0
2007.02,나우르,0,0,1,32,-32
2007.03,중국,"89,567","6,441,827","139,407","4,817,523","1,624,304"
2007.03,미국,"53,250","3,968,508","77,696","3,039,550","928,958"
2007.03,일본,"44,784","2,206,866","89,197","5,006,939","-2,800,073"
2007.03,홍콩,"30,253","1,541,201","8,517","184,466","1,356,735"
2007.03,대만,"13,707","1,124,574","18,415","826,289","298,285"
2007.03,싱가포르,"13,515","947,495","10,732","589,747","357,748"
2007.03,독일,"10,846","774,492","26,004","1,196,737","-422,245"
2007.03,멕시코,"6,584","594,869","1,790","90,923","503,947"
2007.03,인도,"8,191","555,631","3,443","410,012","145,619"
2007.03,러시아 연방,"4,849","551,703","1,120","572,379","-20,676"
2007.03,인도네시아,"11,013","522,844","4,723","742,074","-219,230"
2007.03,영국,"6,636","447,556","7,617","308,688","138,868"
2007.03,태국,"10,069","429,563","7,709","334,152","95,410"
2007.03,말레이시아,"8,980","420,607","10,242","754,324","-333,717"
2007.03,스페인,"3,557","383,515","1,740","68,582","314,933"
2007.03,베트남,"12,569","377,874","3,132","82,773","295,101"
2007.03,그리스,"1,083","364,283",112,"3,001","361,282"
2007.03,이탈리아,"5,124","354,618","10,778","310,370","44,247"
2007.03,터키,"3,050","337,927",511,"16,865","321,062"
2007.03,필리핀,"7,736","333,890","6,075","194,449","139,440"
2007.03,호주,"7,204","328,720","4,278","977,852","-649,132"
2007.03,라이베리아,16,"318,689",7,48,"318,641"
2007.03,네덜란드,"4,707","317,440","2,847","329,804","-12,364"
2007.03,사우디아라비아,"2,410","316,767",262,"1,518,399","-1,201,631"
2007.03,캐나다,"5,264","305,871","3,523","278,967","26,905"
2007.03,아랍에미리트 연합,"4,730","302,848",245,"1,001,901","-699,053"
2007.03,폴란드,"3,222","281,761",370,"20,870","260,890"
2007.03,파나마,620,"269,996",25,"1,239","268,757"
2007.03,칠레,"1,299","262,501",909,"310,068","-47,567"
2007.03,브라질,"3,792","254,854",678,"183,368","71,486"
2007.03,프랑스,"4,551","249,477","7,025","317,437","-67,959"
2007.03,슬로바키아,"1,751","246,777",179,"5,912","240,865"
2007.03,사이프러스,151,"233,668",6,147,"233,521"
2007.03,벨기에,"1,646","226,472","1,741","94,849","131,623"
2007.03,바하마,27,"216,699",3,9,"216,689"
2007.03,마샬군도,15,"209,581",2,4,"209,576"
2007.03,이란,"1,630","193,383",83,"393,569","-200,186"
2007.03,버뮤다,21,"157,420",0,0,"157,420"
2007.03,남아프리카공화국,"2,207","151,959",389,"123,849","28,110"
2007.03,몰타,210,"131,678",82,"4,060","127,618"
2007.03,우크라이나,946,"122,241",56,"17,258","104,983"
2007.03,콜롬비아,"1,075","115,218",83,"7,315","107,903"
2007.03,헝가리,"1,689","110,243",496,"23,964","86,279"
2007.03,이집트,"1,225","96,974",70,"116,258","-19,284"
2007.03,베네주엘라,517,"90,165",10,"10,484","79,681"
2007.03,핀란드,"1,529","87,937",942,"69,704","18,233"
2007.03,루마니아,625,"78,146",92,"7,910","70,236"
2007.03,아일랜드,593,"74,910",934,"69,254","5,656"
2007.03,카타르,409,"74,698",69,"850,971","-776,274"
2007.03,오스트리아,966,"72,713","1,779","76,630","-3,916"
2007.03,우즈베크,750,"72,135",109,"4,041","68,094"
2007.03,이스라엘,"1,676","68,448","1,048","83,859","-15,411"
2007.03,체코공화국,835,"67,071",542,"26,418","40,653"
2007.03,파키스탄,"1,640","66,663",601,"38,497","28,166"
2007.03,스웨덴,"1,420","63,423","2,525","101,295","-37,872"
2007.03,나이지리아,968,"62,622",7,"56,027","6,595"
2007.03,쿠웨이트,635,"62,043",68,"749,080","-687,037"
2007.03,뉴질랜드,"1,416","59,666","1,844","105,223","-45,557"
2007.03,시리아,500,"53,069",4,155,"52,914"
2007.03,알제리,201,"53,038",12,"97,096","-44,059"
2007.03,방글라데시,"2,342","49,086",213,"15,491","33,595"
2007.03,쿠바,120,"46,470",4,61,"46,409"
2007.03,카자흐스탄,935,"46,448",67,"30,473","15,975"
2007.03,슬로베니아,290,"41,219",110,"4,189","37,030"
2007.03,과테말라,860,"40,030",58,"30,260","9,770"
2007.03,미얀마,375,"37,441",187,"5,299","32,142"
2007.03,모로코,397,"34,924",165,"7,036","27,888"
2007.03,페루,713,"34,120",159,"40,252","-6,132"
2007.03,노르웨이,491,"33,445","1,132","98,002","-64,557"
2007.03,오만,269,"32,912",41,"421,512","-388,601"
2007.03,에쿠아도르,504,"31,590",26,916,"30,674"
2007.03,스위스,838,"28,027","3,072","158,590","-130,563"
2007.03,아르헨티나,590,"27,510",241,"69,774","-42,264"
2007.03,포루투갈,802,"26,257",215,"35,238","-8,981"
2007.03,요르단,723,"24,404",36,"3,164","21,240"
2007.03,수단,259,"22,992",8,"48,519","-25,527"
2007.03,덴마크,797,"22,913","1,633","86,203","-63,289"
2007.03,리비아,"1,033","21,863",2,408,"21,455"
2007.03,캄보디아,"1,037","19,598",28,640,"18,957"
2007.03,불가리아,269,"17,838",92,"2,978","14,859"
2007.03,코스타리카,324,"15,246",268,"5,383","9,864"
2007.03,기타국,272,"14,790",194,"8,978","5,811"
2007.03,스리랑카,966,"14,307",348,"5,252","9,055"
2007.03,니카라과,408,"14,154",5,12,"14,142"
2007.03,푸에르토리코,124,"13,712",184,"23,775","-10,063"
2007.03,이라크,68,"13,261",6,"100,313","-87,052"
2007.03,온두라스,236,"12,576",30,"3,853","8,723"
2007.03,바레인,222,"12,469",65,"15,265","-2,796"
2007.03,케냐,239,"12,239",12,262,"11,977"
2007.03,예맨,176,"11,694",6,130,"11,564"
2007.03,몽골,735,"11,555",59,"1,288","10,267"
2007.03,가나,532,"11,111",4,"2,742","8,369"
2007.03,레바논,287,"11,073",29,"1,596","9,477"
2007.03,도미니카 공화국,242,"10,183",31,"18,086","-7,903"
2007.03,아프카니스탄,117,"9,693",1,10,"9,683"
2007.03,키르기스스탄,756,"9,514",2,20,"9,495"
2007.03,아제르바이잔,86,"9,031",2,2,"9,029"
2007.03,앙골라,109,"8,781",4,363,"8,418"
2007.03,에스토니아,135,"8,669",46,"4,984","3,685"
2007.03,뉴 칼레도니아,85,"8,595",1,86,"8,509"
2007.03,리투아니아,180,"8,235",50,821,"7,414"
2007.03,크로아티아,180,"8,197",33,"4,028","4,170"
2007.03,코트디봐르,104,"6,960",0,0,"6,960"
2007.03,트리니다드 토바고,71,"6,325",9,291,"6,034"
2007.03,라오스,198,"6,301",8,"7,006",-705
2007.03,라트비아,162,"6,044",38,"1,842","4,201"
2007.03,엘살바도르,169,"5,736",11,106,"5,630"
2007.03,우루과이,116,"5,288",52,"3,328","1,960"
2007.03,튀니지,115,"5,254",60,"2,487","2,768"
2007.03,탄자니아,90,"4,564",4,390,"4,174"
2007.03,불령 리유니온 코모도 제도,48,"4,351",0,0,"4,351"
2007.03,북마리아나 군도,194,"4,235",4,4,"4,230"
2007.03,기니,25,"4,046",22,"79,597","-75,551"
2007.03,이디오피아,72,"3,867",5,147,"3,719"
2007.03,괌,210,"3,750",7,62,"3,688"
